client_id,start,step_1,step_2,step_3,confirm
3677919,1,1,1,1,1
3677926,1,1,1,1,1
3677950,1,1,1,1,1
3678026,1,1,1,1,0
3678087,1,1,1,1,1
3678111,1,1,1,1,1
3678586,1,1,1,1,1
3679034,1,1,0,0,0
3679050,1,1,1,1,0
3679449,1,1,1,1,1
3679507,1,0,0,0,0
3679635,1,0,0,0,0
3679652,1,1,1,1,1
3679664,1,1,1,1,1
3680273,1,1,1,1,1
3681183,1,1,1,1,1
3681208,1,1,1,1,1
3681410,1,1,1,1,1
3681694,1,0,0,0,0
3681943,1,0,0,0,0
3682168,1,1,1,1,1
3682246,1,1,1,1,1
3682583,1,1,1,1,1
3682621,1,1,1,1,0
3683997,1,1,1,1,0
3684095,1,1,1,1,0
3684282,1,0,0,0,0
3684393,1,1,1,1,1
3684402,1,1,1,1,0
3684443,1,1,1,1,1
3684699,1,1,1,1,1
3685140,1,1,1,1,1
3685560,1,1,1,1,1
3685917,1,1,0,0,0
3685946,1,1,1,1,0
3686174,1,1,1,1,1
3686536,1,1,1,1,1
3686976,1,1,1,1,1
3687030,1,1,1,1,0
3687124,1,1,1,1,1
3687856,1,0,0,0,0
3688039,1,1,1,1,1
3688173,1,1,1,1,1
3688866,1,0,0,0,0
3689258,1,1,1,1,1
3689424,1,1,0,0,0
3690037,1,1,1,1,1
3690437,1,1,1,1,1
3690678,1,1,1,1,1
3690783,1,1,1,1,1
3691827,1,1,1,1,1
3692447,1,1,1,1,1
3692882,1,1,1,1,1
3693028,1,1,1,1,0
3693187,1,1,1,1,1
3693210,1,1,1,1,0
3694112,1,1,1,1,1
3694222,1,1,1,1,1
3694432,1,1,1,1,1
3694953,1,1,1,1,1
3695486,1,1,1,1,1
3695599,1,1,1,1,1
3695644,1,1,0,0,0
3695707,1,1,1,0,0
3696507,1,1,0,0,0
3696702,1,1,1,1,1
3696773,1,1,1,1,1
3697179,1,1,1,1,1
3697396,1,1,1,1,1
3698590,1,1,1,1,1
3698680,1,1,1,1,1
3698724,1,0,0,0,0
3698906,1,1,1,1,1
3699379,1,1,1,1,1
3699706,1,0,0,0,0
3699907,1,1,1,1,1
3700524,1,1,1,1,1
3700637,1,1,1,1,1
3700720,1,0,0,0,0
3700898,1,1,0,0,0
3701690,1,1,1,1,1
3701770,1,1,1,0,0
3701915,1,1,1,1,1
3702329,1,1,1,1,0
3702457,1,1,1,1,1
3702571,1,1,1,1,1
3702725,1,1,1,1,1
3702931,1,1,1,0,0
3703187,1,0,0,0,0
3703213,1,1,1,1,1
3703356,1,1,1,1,0
3703729,1,1,1,1,1
3703821,1,1,0,0,0
3704004,1,1,1,1,0
3704180,1,1,1,1,0
3704365,1,1,1,1,1
3704379,1,1,1,1,1
3704470,1,1,1,1,1
3704866,1,1,1,1,1
3705680,1,1,0,0,0
3705725,1,1,1,1,1
3706067,1,1,1,1,0
3706368,1,1,1,1,1
3707462,1,1,1,1,1
3707510,1,1,1,1,1
3708082,1,1,1,1,1
3708400,1,1,1,1,1
3708511,1,1,1,1,1
3709487,1,1,1,1,1
3709661,1,1,1,0,0
3709743,1,1,1,1,1
3709748,1,1,0,0,0
3709854,1,1,1,1,1
3710401,1,1,1,1,1
3710626,1,1,1,1,0
3710637,1,1,1,1,1
3710682,1,1,1,1,1
3711260,1,0,0,0,0
3711331,1,1,1,0,0
3711895,1,1,1,0,0
3715104,1,1,1,1,1
3715453,1,1,1,1,1
3715582,1,1,1,1,1
3715889,1,1,0,0,0
3716716,1,1,0,0,0
3716868,1,1,1,1,0
3717025,1,1,1,0,0
3717700,1,1,1,1,0
3717784,1,1,0,0,0
3718486,1,1,1,1,1
3718601,1,1,1,0,0
3719172,1,1,1,1,1
3719273,1,1,0,0,0
3719298,1,1,1,1,1
3719522,1,1,1,1,1
3719555,1,1,1,0,0
3719781,1,0,0,0,0
3719801,1,1,1,1,1
3719875,1,1,1,1,1
3720150,1,1,1,1,0
3720943,1,1,1,1,1
3721289,1,1,1,1,1
3721637,1,1,1,1,0
3721824,1,1,1,1,1
3722490,1,1,1,1,1
3722835,1,1,1,1,1
3723994,1,1,0,0,0
3724060,1,1,1,1,0
3725702,1,1,1,1,1
3725705,1,1,1,1,1
3725888,1,0,0,0,0
3727197,1,1,1,1,1
3727439,1,1,1,1,1
3727873,1,1,1,1,0
3728457,1,1,0,0,0
3728776,1,1,1,1,1
3729033,1,1,1,1,0
3729518,1,1,1,1,1
3729623,1,1,0,0,0
3729686,1,0,0,0,0
3729716,1,1,1,1,1
3729718,1,1,1,1,1
3729817,1,1,1,1,1
3730384,1,1,1,1,1
3730471,1,1,1,1,1
3730542,1,0,0,0,0
3731242,1,1,1,1,1
3731320,1,1,1,1,1
3731330,1,1,0,0,0
3731627,1,1,1,1,1
3731776,1,0,0,0,0
3731907,1,1,1,1,1
3731938,1,1,1,1,1
3731942,1,1,1,1,1
3732108,1,1,1,0,0
3732889,1,0,0,0,0
3732922,1,1,1,1,1
3733130,1,1,1,1,1
3733285,1,1,1,1,1
3733482,1,1,1,1,1
3734268,1,1,1,1,1
3734657,1,1,1,1,1
3734746,1,1,1,1,1
3735067,1,1,1,1,1
3735198,1,1,1,1,0
3736142,1,1,1,1,1
3736183,1,1,0,0,0
3736651,1,1,1,1,0
3736874,1,1,1,1,1
3737834,1,1,1,1,1
3738467,1,1,1,1,1
3738693,1,0,0,0,0
3739799,1,1,1,1,1
3739896,1,1,1,1,1
3740147,1,1,0,0,0
3740163,1,1,1,1,1
3740538,1,1,1,1,1
3740584,1,1,1,1,0
3740775,1,1,1,1,0
3740847,1,1,1,1,1
3741073,1,1,1,1,1
3741118,1,1,1,1,1
3741674,1,1,1,1,1
3742276,1,1,1,1,1
3742430,1,1,1,0,0
3743045,1,0,0,0,0
3743953,1,1,1,1,1
3745132,1,1,0,0,0
3745236,1,1,1,1,1
3746304,1,1,1,1,1
3747204,1,1,1,1,1
3747619,1,1,1,1,1
3749182,1,1,1,1,1
3749265,1,1,0,0,0
3749450,1,1,1,1,1
3749952,1,0,0,0,0
3750476,1,1,1,1,1
3750488,1,1,1,1,1
3751009,1,1,1,1,0
3751021,1,1,1,1,1
3751035,1,1,1,1,1
3751108,1,1,1,0,0
3751899,1,1,1,1,1
3751935,1,1,1,1,1
3752764,1,1,1,1,1
3752974,1,1,1,0,0
3752989,1,1,1,1,1
3753901,1,1,1,1,1
3754373,1,1,1,1,1
3754595,1,1,1,1,1
3754992,1,1,1,1,0
3755150,1,1,1,1,1
3756516,1,1,1,0,0
3756708,1,1,1,1,1
3757800,1,1,1,1,1
3757803,1,1,1,1,1
3758071,1,1,1,1,1
3759260,1,1,1,1,0
3759800,1,1,1,1,1
3759883,1,1,1,1,1
3760409,1,0,0,0,0
3760446,1,1,1,1,1
3760470,1,1,1,1,0
3760569,1,1,1,1,1
3760829,1,1,1,1,1
3761003,1,1,1,1,0
3761114,1,1,1,1,1
3761562,1,1,1,1,1
3761832,1,1,1,1,1
3762715,1,1,1,1,1
3763288,1,1,1,1,1
3763917,1,1,1,1,1
3764472,1,1,1,1,1
3764694,1,1,1,1,1
3765844,1,1,1,1,1
3766006,1,1,1,1,1
3766230,1,1,1,1,1
3766674,1,1,1,1,1
3766837,1,1,1,1,1
3767547,1,1,1,1,1
3767937,1,1,1,1,0
3768378,1,1,1,1,1
3768595,1,1,1,1,1
3768610,1,1,1,1,1
3769005,1,1,1,1,1
3769323,1,0,0,0,0
3769420,1,1,1,1,1
3769549,1,1,1,1,1
3770364,1,1,1,1,1
3771690,1,1,1,1,1
3772025,1,1,1,0,0
3772689,1,1,1,1,1
3773162,1,1,0,0,0
3773891,1,1,1,1,1
3775302,1,1,1,1,1
3775339,1,1,1,1,1
3775841,1,1,1,1,0
3776070,1,1,0,0,0
3776549,1,1,1,1,0
3776656,1,1,1,1,1
3776819,1,1,1,0,0
3777319,1,1,1,1,1
3777550,1,1,1,0,0
3777615,1,1,1,1,1
3778173,1,1,1,1,1
3778504,1,0,0,0,0
3778920,1,1,1,1,1
3778929,1,1,1,1,1
3780314,1,1,1,1,1
3780775,1,1,0,0,0
3780958,1,1,0,0,0
3781352,1,1,1,1,0
3781410,1,0,0,0,0
3781535,1,1,1,1,1
3781768,1,1,1,1,1
3782259,1,1,1,1,1
3782368,1,1,1,1,1
3782540,1,1,1,1,1
3784224,1,1,1,1,1
3784531,1,1,1,1,1
3784584,1,1,1,1,1
3784683,1,1,0,0,0
3784712,1,1,1,1,1
3785212,1,1,0,0,1
3785692,1,1,1,1,1
3786978,1,0,0,0,0
3787718,1,1,1,1,1
3787817,1,1,1,1,1
3788267,1,1,1,1,0
3788459,1,1,1,1,1
3788778,1,1,1,1,1
3789108,1,1,1,1,0
3789198,1,1,1,1,1
3789526,1,1,1,1,1
3790117,1,1,1,1,1
3790193,1,0,0,0,0
3790210,1,1,1,1,1
3790491,1,1,1,1,1
3790567,1,1,1,1,1
3790866,1,1,1,1,1
3791729,1,1,1,0,0
3791797,1,1,1,1,1
3793239,1,1,1,1,0
3793305,1,1,0,0,0
3793824,1,1,1,1,1
3793983,1,1,1,1,1
3794663,1,1,1,1,1
3795023,1,0,0,0,0
3795202,1,1,1,1,1
3795439,1,1,1,1,1
3796106,1,1,0,0,0
3796389,1,1,1,1,1
3797296,1,1,0,0,0
3797377,1,1,1,1,1
3797486,1,1,1,0,0
3797617,1,1,1,1,1
3797676,0,0,0,0,0
3798166,1,1,1,0,0
3798326,1,1,1,1,1
3798528,1,1,0,0,0
3798677,1,1,1,1,1
3798974,1,1,1,1,1
3799834,1,1,1,1,1
3800272,1,1,1,1,1
3800349,0,0,0,0,0
3800523,1,1,1,1,1
3800685,1,0,0,0,0
3800969,1,1,1,1,1
3801194,1,1,1,1,1
3801610,1,1,1,0,0
3801646,1,1,1,1,1
3802239,1,1,1,1,1
3802316,1,1,1,1,1
3802523,1,0,0,0,0
3803002,1,0,0,0,0
3803184,1,1,1,1,1
3803353,1,1,1,1,1
3803658,1,1,1,1,1
3804520,1,1,1,1,1
3804845,1,1,1,1,1
3804987,1,1,1,1,1
3805229,1,0,0,0,0
3805340,1,1,1,0,0
3805582,1,1,1,1,1
3805781,1,1,1,1,1
3806081,1,1,1,1,1
3806379,1,1,1,1,0
3806743,1,1,1,1,1
3806942,1,1,1,1,1
3807151,1,1,1,1,1
3808102,1,1,1,1,1
3808594,1,1,1,0,0
3808634,1,1,0,0,0
3809225,1,1,0,0,0
3810215,1,1,1,1,1
3810370,1,1,1,1,1
3811083,1,1,0,0,0
3811549,1,0,0,0,0
3811753,1,0,0,0,0
3811770,1,1,1,1,1
3811803,1,1,1,1,1
3812607,1,1,1,1,1
3812786,1,0,0,0,0
3812799,1,1,1,0,0
3812833,1,1,1,1,0
3813353,1,1,1,1,1
3813475,1,1,1,1,1
3813496,1,1,1,1,1
3813905,1,1,1,1,0
3814109,1,1,1,1,1
3814810,1,0,0,0,0
3815125,1,1,1,1,0
3815171,1,1,1,1,1
3815218,1,1,1,1,1
3815246,1,1,1,1,0
3815335,1,0,0,0,0
3815400,1,1,1,1,1
3815559,1,1,0,0,0
3815950,1,1,1,1,1
3816013,1,1,1,1,1
3816563,1,1,1,1,1
3816817,1,0,0,0,0
3816965,1,1,1,1,1
3817332,1,1,0,0,0
3817399,1,1,1,1,1
3817850,1,0,0,0,0
3818663,1,1,1,1,1
3818844,0,0,0,0,0
3818866,1,0,0,0,0
3819593,1,0,0,0,0
3819759,1,1,1,1,1
3819803,1,1,1,1,1
3819828,1,1,1,1,1
3820224,1,1,1,1,1
3821408,1,1,1,1,1
3821650,0,0,0,0,0
3821717,1,0,0,0,0
3822148,1,1,1,1,1
3822618,1,1,0,0,0
3823121,1,1,1,1,1
3823180,1,1,1,1,1
3823362,1,1,1,1,0
3823739,1,1,1,1,1
3824498,1,1,1,1,1
3824646,1,1,1,1,1
3824926,1,1,1,1,1
3825179,1,1,1,1,1
3825239,1,1,1,1,1
3825423,1,1,1,1,1
3826012,1,1,1,1,1
3826133,1,0,0,0,0
3826249,1,1,1,1,1
3826614,1,1,1,1,1
3826872,1,1,1,0,0
3827070,1,1,1,1,1
3827314,1,1,1,1,1
3827542,1,0,0,0,0
3828321,1,0,0,0,0
3828521,1,1,1,1,1
3829601,1,1,1,1,1
3829756,1,0,0,0,0
3829828,1,1,1,1,1
3830242,1,1,1,1,1
3830756,1,1,1,1,0
3830867,1,1,1,1,1
3830991,1,0,0,0,0
3831185,1,1,0,0,0
3831232,1,1,1,1,1
3831391,1,1,0,0,0
3831506,1,0,0,0,0
3831672,1,1,1,1,1
3831998,1,1,1,1,0
3832076,1,1,1,1,1
3832640,1,1,1,1,1
3832843,1,1,1,1,1
3833007,1,1,1,1,1
3833308,1,1,1,1,1
3833376,1,1,1,1,1
3833976,1,0,0,0,0
3833983,1,1,1,1,1
3834217,1,1,1,1,1
3834304,1,0,0,0,0
3835303,1,1,1,1,1
3835687,1,1,1,0,0
3835769,1,1,1,1,1
3835773,1,1,1,1,1
3835844,1,1,1,1,1
3837450,1,1,1,1,1
3837497,1,1,1,1,1
3837550,1,1,1,1,0
3837582,1,1,1,1,1
3837682,1,1,1,1,1
3837773,1,1,1,1,1
3838035,1,1,1,1,1
3839207,1,1,1,1,1
3839983,1,1,1,1,1
3840361,1,1,1,1,1
3840710,1,1,1,1,1
3840806,1,1,1,1,1
3840809,1,1,1,1,1
3840915,0,0,0,0,0
3841168,1,1,1,1,1
3841482,1,1,1,1,1
3841536,1,1,1,1,1
3841545,1,0,0,0,0
3841646,1,1,1,1,1
3841861,1,1,1,1,1
3842780,1,1,1,1,1
3843341,1,1,0,0,0
3843351,1,1,1,1,1
3844029,1,1,1,1,0
3844266,1,1,1,1,0
3844318,1,1,1,1,1
3844345,1,1,1,1,1
3844895,1,1,1,1,1
3844943,1,1,1,1,1
3845048,1,1,1,1,1
3845216,1,1,1,1,1
3845443,1,1,1,1,1
3846126,1,1,1,1,1
3846206,1,1,0,0,0
3847004,1,0,0,0,0
3848025,1,1,1,1,1
3848142,1,1,1,0,0
3848792,1,1,0,0,0
3849263,1,1,1,1,1
3849384,1,1,1,1,1
3849422,1,1,1,1,1
3849509,1,1,1,1,1
3849669,1,1,1,1,1
3850432,1,1,1,1,1
3851413,1,1,1,1,1
3851487,1,1,0,0,0
3852108,1,1,1,1,1
3852344,1,1,1,1,1
3852675,1,1,1,1,1
3852832,1,1,1,1,1
3854484,1,1,1,1,1
3854733,1,1,0,0,0
3854972,1,1,1,1,1
3855350,1,1,1,0,0
3856473,1,0,0,0,0
3858406,1,1,1,1,1
3859023,1,0,0,0,0
3859509,1,1,1,1,1
3859670,1,0,0,0,0
3859765,1,1,1,1,1
3860550,1,1,1,1,1
3860579,1,1,1,1,1
3861955,1,1,1,1,1
3862223,1,1,0,0,0
3862418,1,1,1,1,1
3862480,1,1,1,1,1
3862559,0,0,1,1,1
3862660,1,1,1,1,1
3862927,1,1,1,1,1
3863399,1,1,1,1,0
3863478,1,1,1,1,0
3864344,1,1,1,1,1
3864357,1,1,1,1,1
3864779,1,1,1,1,1
3864921,1,1,1,1,1
3865008,1,1,1,1,1
3865057,1,1,1,1,1
3865974,1,1,1,1,1
3866523,1,1,1,1,1
3866816,1,1,1,1,1
3866893,1,1,1,1,1
3867049,1,1,1,0,0
3867119,1,1,1,1,1
3867222,1,1,1,1,1
3867575,1,1,1,1,1
3868179,1,1,1,1,1
3868191,1,1,1,1,1
3868843,1,1,1,1,1
3870054,1,1,1,1,1
3870847,1,1,1,1,1
3870924,1,0,0,0,0
3871536,1,1,1,1,0
3871675,1,1,1,0,0
3872615,1,0,0,0,0
3872726,1,1,1,1,1
3872764,1,1,1,1,1
3873309,1,1,1,1,1
3873877,1,1,1,1,1
3874169,1,1,1,1,1
3874527,1,1,1,0,0
3874965,1,1,1,0,0
3875021,1,1,1,1,0
3875133,1,1,1,1,0
3875205,1,1,1,1,1
3875296,1,1,1,1,1
3875350,1,1,0,0,0
3875511,1,1,1,1,1
3875578,1,1,1,1,0
3875579,1,1,1,1,1
3875884,1,1,1,1,1
3876293,1,1,1,1,1
3876464,1,0,0,0,0
3876565,1,1,1,1,1
3876937,1,0,0,0,0
3877620,1,1,1,1,1
3877780,1,1,0,0,0
3878403,1,1,1,1,1
3879152,1,1,1,1,1
3879549,1,1,1,1,1
3879712,1,1,1,0,0
3880406,1,1,1,1,1
3880791,1,1,1,1,1
3881137,1,1,1,1,1
3881207,1,1,1,1,1
3881256,1,0,0,0,0
3881810,1,1,1,1,1
3882806,1,1,1,1,1
3883047,1,1,1,1,1
3883711,1,1,0,0,0
3884582,1,1,1,1,0
3884737,1,1,1,1,1
3884934,1,1,1,1,1
3885108,1,1,1,1,1
3885325,1,1,0,0,0
3885330,1,1,1,1,1
3885414,1,1,1,1,0
3886037,1,1,1,1,1
3886052,1,0,0,0,0
3886087,1,1,0,0,0
3886128,1,1,1,1,0
3886476,1,1,1,1,1
3887603,1,1,1,1,1
3888074,1,1,1,1,1
3888366,1,1,1,1,1
3888519,1,1,0,0,0
3888791,1,1,1,0,0
3888956,1,0,0,0,0
3889245,1,1,1,1,1
3890503,1,1,1,1,1
3890665,1,1,1,0,0
3890873,1,1,1,1,1
3891085,1,1,1,1,1
3891143,1,1,1,1,1
3891239,1,1,1,1,0
3891653,1,1,1,1,1
3891924,1,1,1,1,0
3892413,1,1,1,0,0
3892524,1,0,0,0,0
3892652,1,1,1,1,1
3893167,1,0,0,0,0
3893174,1,1,0,0,0
3893289,1,1,1,1,1
3893303,1,1,1,1,1
3893516,1,1,1,1,1
3893607,1,0,0,0,0
3893805,1,1,1,1,1
3893928,1,1,1,1,1
3894548,1,1,1,1,1
3894560,1,1,1,1,1
3896562,1,1,0,0,0
3897008,1,1,1,1,1
3897297,1,1,1,1,1
3897312,1,1,1,1,1
3897463,1,1,1,1,1
3897621,1,1,1,1,1
3898625,1,1,0,0,0
3899686,1,1,1,1,1
3899850,1,1,1,1,1
3900372,1,1,1,1,1
3900738,1,1,1,1,1
3901100,1,1,1,0,0
3901156,1,0,0,0,0
3901427,1,1,1,1,0
3901436,1,1,1,1,1
3901507,1,1,0,0,0
3901582,1,1,1,1,1
3901818,1,1,1,1,1
3901823,1,1,1,1,1
3901907,1,1,1,1,1
3902029,1,1,1,1,0
3903512,1,1,0,0,0
3903635,1,1,1,1,1
3903837,1,1,1,0,0
3903996,1,1,1,1,1
3904363,1,1,1,1,1
3905252,1,1,1,1,1
3905636,1,1,1,1,1
3906238,1,1,1,1,1
3906451,1,0,0,0,0
3906475,1,1,1,1,1
3906545,1,1,0,0,0
3906580,1,1,0,0,0
3907200,1,1,1,1,1
3907225,1,1,1,1,1
3907538,1,1,1,1,1
3908801,1,1,1,1,1
3909011,1,1,1,1,1
3909321,1,1,0,0,0
3909754,1,1,1,1,1
3910595,1,1,1,1,0
3910683,1,0,0,0,0
3910804,1,1,1,1,1
3911296,1,1,1,0,0
3911895,1,1,0,0,0
3912074,1,1,1,1,1
3912274,1,1,1,0,0
3912665,1,1,1,1,1
3913632,0,0,1,1,1
3913635,1,1,1,1,1
3914315,1,1,1,1,1
3914703,1,1,1,1,1
3914712,1,1,1,1,1
3915245,1,1,1,1,1
3916056,1,1,1,1,1
3916251,1,1,1,1,1
3917048,1,1,1,1,0
3918261,0,0,0,0,0
3918588,1,1,1,1,1
3918775,1,1,1,1,1
3919224,1,1,0,0,0
3919386,1,1,1,1,1
3919516,1,1,1,1,1
3919868,1,1,1,1,1
3920526,1,1,1,1,1
3921053,1,1,1,1,0
3921358,1,1,1,1,1
3921540,1,1,1,1,1
3922781,1,1,1,1,1
3922965,1,1,1,1,1
3923295,1,1,1,1,1
3923623,1,1,1,1,0
3923641,1,1,1,1,1
3923657,1,1,0,0,0
3924096,1,1,1,1,1
3924557,1,1,1,1,1
3924564,1,1,1,1,1
3924963,1,1,1,1,1
3925774,1,1,1,1,1
3926091,1,1,0,0,0
3926312,1,1,1,1,1
3927084,1,1,1,1,0
3928547,1,1,1,1,1
3928970,1,1,1,1,1
3929153,1,1,1,1,1
3929171,1,1,1,1,1
3929612,1,1,1,1,0
3930361,1,1,1,1,1
3930890,1,1,1,0,0
3930919,1,1,1,1,1
3931038,1,1,1,1,1
3931211,1,1,0,0,0
3931325,1,1,1,1,1
3931346,1,1,1,1,1
3932330,1,1,1,1,1
3932604,1,1,1,1,1
3932829,1,1,0,0,0
3933442,1,1,1,1,1
3933697,1,1,1,1,1
3933888,1,1,1,1,1
3933965,1,1,1,1,1
3935125,1,1,1,1,1
3935675,1,1,1,1,1
3935774,1,1,1,1,1
3937811,1,1,1,0,0
3937930,1,1,1,1,1
3937985,1,0,0,0,0
3938135,1,1,1,1,1
3938405,1,1,1,0,0
3938559,1,1,1,1,1
3938611,1,1,1,1,1
3939045,1,1,1,1,1
3939352,1,1,1,1,1
3939524,1,1,1,1,1
3939638,1,0,0,0,0
3940300,1,1,1,0,0
3940497,1,0,0,0,0
3940524,1,1,1,1,1
3941175,1,0,0,0,0
3941400,1,1,1,1,0
3941572,1,1,0,0,0
3942070,1,0,0,0,0
3942777,1,1,1,1,0
3942971,1,1,1,1,1
3943036,1,1,0,0,0
3943115,1,1,1,1,1
3943790,1,1,1,0,0
3943876,1,1,1,1,1
3944686,1,1,1,1,1
3944963,1,1,1,1,1
3945135,1,1,1,1,1
3946278,1,1,1,1,1
3946731,1,1,0,0,0
3947020,1,1,1,1,1
3948817,1,1,1,1,1
3948954,1,1,1,1,1
3948974,1,1,1,1,1
3949712,1,1,1,1,1
3949774,1,1,1,1,1
3949788,1,1,1,1,1
3950236,1,1,1,0,0
3950294,1,1,1,0,0
3950523,1,1,1,1,1
3950760,1,1,1,1,1
3950893,1,1,1,1,1
3951235,1,1,1,1,1
3952018,1,1,1,1,1
3953909,1,0,0,0,0
3953921,1,1,1,1,1
3954242,1,1,1,1,1
3954295,1,1,1,1,0
3954324,1,1,1,1,1
3954516,1,1,1,1,1
3955354,1,0,0,0,0
3955373,1,1,1,1,1
3956018,1,1,1,1,1
3956430,1,1,1,1,1
3957033,1,1,1,0,0
3957097,1,1,1,1,1
3957252,1,0,0,0,0
3957627,1,1,1,1,1
3958467,1,1,1,0,0
3958642,1,1,0,0,0
3958645,0,0,1,1,1
3958774,1,1,1,0,0
3958790,1,1,1,1,0
3959099,1,1,1,1,1
3959160,1,1,1,1,1
3959425,1,1,1,1,1
3959645,1,1,1,1,1
3959664,1,1,1,1,1
3959857,1,1,1,1,1
3960029,1,1,1,1,1
3960280,1,1,0,0,0
3960380,1,1,0,0,0
3961127,1,1,1,1,1
3961269,1,1,1,1,1
3962932,1,1,1,1,1
3963765,1,1,1,1,1
3963779,1,1,1,1,1
3964454,1,1,1,1,1
3964671,1,1,1,1,1
3965253,1,1,1,1,1
3965600,1,0,0,0,0
3965651,1,1,1,1,1
3966228,1,1,1,1,1
3966534,1,1,1,1,1
3966671,1,1,1,1,1
3966756,1,1,1,1,1
3967220,1,1,1,1,1
3968117,1,1,1,1,1
3968836,1,1,1,1,1
3969539,1,1,1,0,0
3970048,1,1,1,1,1
3971187,1,1,1,1,1
3971315,1,1,1,1,1
3971370,1,1,1,1,1
3971478,1,1,1,0,0
3971621,1,1,1,1,1
3971814,1,0,0,0,0
3972084,1,1,1,1,0
3972404,1,0,0,0,0
3972782,1,0,0,0,0
3972784,1,1,1,0,0
3973543,1,1,0,0,0
3973582,1,1,1,1,1
3973715,1,1,1,1,1
3974131,1,0,0,0,0
3974297,1,1,1,0,0
3974422,1,1,1,1,1
3974948,1,1,1,1,1
3974967,1,1,1,1,1
3975108,1,1,1,0,0
3975369,1,1,1,1,1
3976013,1,1,1,1,1
3976337,1,1,1,1,1
3977195,1,1,1,1,1
3977429,1,1,1,1,1
3977915,1,1,0,0,0
3978474,1,1,1,1,1
3979144,1,0,0,0,0
3979656,1,1,1,1,1
3979790,1,0,0,0,0
3980307,1,1,1,0,0
3980473,1,1,1,1,1
3980625,1,1,1,1,0
3980961,1,0,0,0,0
3981655,1,1,1,1,1
3981677,1,1,1,1,1
3981823,1,1,1,1,1
3982648,1,1,1,1,0
3983350,1,1,1,1,1
3983357,1,1,1,1,1
3984239,1,1,1,1,1
3984325,1,1,1,1,1
3984596,1,1,1,1,1
3985863,1,1,1,1,1
3986211,1,1,1,1,1
3986370,1,1,0,0,0
3986551,1,1,1,1,1
3986696,1,1,1,1,1
3986713,1,1,1,0,0
3986891,1,1,1,1,1
3987115,1,1,1,1,1
3987410,1,1,1,1,1
3987590,1,1,1,1,1
3987868,1,1,1,1,1
3988333,1,1,0,0,0
3988710,1,1,1,1,1
3988911,1,1,1,1,1
3989454,1,1,1,1,1
3990290,1,1,1,1,1
3990333,1,1,1,1,1
3990599,1,1,1,1,1
3992683,1,1,1,1,1
3992853,1,1,1,1,1
3993204,1,0,0,0,0
3993467,1,1,1,1,1
3993530,1,1,1,1,1
3993886,1,1,1,1,1
3994586,1,1,0,0,0
3995589,1,1,1,1,1
3995877,1,1,1,1,1
3996173,1,0,0,0,0
3996455,1,1,1,1,1
3997203,1,1,1,1,0
3998405,0,0,0,0,0
3998871,1,1,1,1,1
3998906,1,1,1,1,1
3998952,1,1,1,1,1
3999026,1,1,1,1,1
3999557,1,1,1,0,0
3999559,1,1,0,0,0
4000721,1,1,1,1,1
4001267,1,1,1,1,1
4001333,1,1,1,1,1
4002466,1,1,1,1,1
4002905,1,1,1,0,0
4003363,1,1,1,1,1
4003380,1,1,1,1,1
4003416,1,1,1,1,1
4003786,1,1,1,1,1
4004319,1,1,0,0,0
4004950,1,1,1,1,1
4005162,1,1,1,1,1
4005341,1,1,1,1,1
4005695,1,1,1,1,1
4006187,1,1,1,1,1
4006246,1,1,1,1,1
4006328,1,1,1,1,1
4006336,1,0,0,0,0
4006342,1,1,1,1,1
4006775,1,1,1,1,1
4006955,1,1,1,1,1
4007337,1,1,1,1,1
4007571,1,1,1,1,1
4007948,1,1,1,1,1
4008787,1,1,1,1,0
4008835,1,0,0,0,0
4008847,1,1,1,1,1
4009035,1,1,1,1,1
4009190,1,1,1,1,1
4009335,1,1,1,1,1
4009468,1,1,1,1,1
4009531,1,1,1,1,1
4009910,1,1,1,1,1
4010229,1,1,1,1,1
4010271,1,1,1,1,1
4010608,1,1,1,1,1
4010670,1,1,1,1,1
4011032,1,1,1,1,1
4011125,1,1,1,1,0
4011311,1,1,1,1,1
4012121,1,0,0,0,0
4012328,1,1,1,1,0
4013637,1,1,1,1,0
4013780,1,1,1,1,1
4013884,1,1,1,1,1
4014197,0,0,0,0,0
4014201,1,1,1,1,1
4015407,1,1,1,1,1
4015423,1,1,0,0,0
4015553,1,1,1,1,1
4015993,1,1,1,1,1
4016160,1,1,1,1,1
4017302,1,1,1,1,1
4017786,1,0,0,0,0
4018288,1,1,0,0,0
4018364,1,0,0,0,0
4018750,1,1,1,1,1
4020274,1,1,1,1,1
4020479,1,1,1,1,1
4020546,1,1,0,0,0
4020782,1,1,1,1,1
4021908,1,1,1,1,1
4021911,1,1,1,0,0
4022071,1,1,1,1,1
4022403,1,1,1,1,1
4022550,1,1,1,1,1
4022592,1,1,1,1,1
4023351,1,1,1,1,0
4024129,1,1,1,1,1
4025570,1,1,0,0,0
4026198,1,1,1,1,1
4026200,1,1,0,0,0
4026567,1,1,1,1,1
4026632,1,1,1,1,1
4026845,1,1,1,1,1
4027294,1,1,1,1,1
4027346,1,1,1,1,1
4027459,1,1,1,1,1
4027903,1,1,1,1,0
4028151,1,1,1,1,1
4028331,1,1,1,1,1
4029177,1,1,1,0,0
4030138,1,1,1,1,0
4030233,1,1,0,0,0
4030266,1,1,0,0,0
4030724,1,1,1,1,1
4031135,1,1,1,1,1
4031173,1,1,1,1,1
4031585,1,1,1,1,1
